0.00	0.50	0.74	28.98	0.76
0.50	14.18	9.13	26.94	0.72
1.00	20.25	21.90	29.54	0.83
1.50	29.08	31.38	29.00	0.81
2.00	41.14	36.64	26.95	0.78
2.50	47.32	48.46	30.73	0.74
3.00	59.78	59.54	30.29	0.86
3.50	71.00	67.15	27.28	0.85
4.00	79.34	82.22	28.22	0.80
4.50	89.62	90.33	29.06	0.85
5.00	100.40	100.91	28.15	0.79
5.50	110.94	108.40	26.58	0.75
6.00	123.75	120.28	26.89	0.80
6.50	134.47	132.40	27.42	0.88
7.00	141.56	141.03	26.93	0.77
7.50	146.94	151.12	28.26	0.89
8.00	160.81	160.85	28.44	0.80
8.50	168.73	169.92	29.32	0.76
9.00	177.67	178.43	31.10	0.72
9.50	191.56	193.03	28.74	0.76
10.00	201.08	198.09	28.13	0.75
10.50	209.32	210.40	28.40	0.76
11.00	218.15	219.55	27.20	0.82
11.50	225.77	230.68	26.97	0.80
12.00	231.89	235.54	21.74	0.76
12.50	240.11	245.83	22.16	0.82
13.00	248.38	250.29	18.12	0.76
13.50	256.82	258.05	19.03	0.89
14.00	264.39	265.07	16.40	0.82
14.50	270.26	268.41	16.60	0.75
15.00	272.23	275.87	14.45	0.17
15.50	283.99	277.49	13.29	-0.22
16.00	291.51	275.13	19.56	0.01
16.50	302.65	278.67	19.37	-0.08
17.00	307.80	274.04	17.75	-0.12
17.50	319.18	278.94	20.70	0.04
18.00	328.98	274.98	22.93	-0.02
18.50	343.43	275.38	22.97	-0.02
19.00	356.63	273.71	25.31	0.00
19.50	368.40	272.24	27.36	-0.02
20.00	387.26	274.55	29.76	-0.03
20.50	394.85	275.83	26.33	0.05
21.00	410.31	276.17	26.85	-0.04
21.50	419.09	272.63	27.38	-0.01
22.00	436.41	272.28	28.53	0.02
22.50	447.55	274.38	30.21	-0.04
23.00	465.68	275.06	31.02	-0.00
23.50	477.12	278.42	29.35	0.03
24.00	492.70	274.56	29.43	0.01
24.50	506.33	275.27	28.32	0.13
25.00	522.14	276.34	28.20	-0.07
25.50	538.75	274.26	27.19	0.05
26.00	554.24	273.42	29.00	0.04
26.50	565.87	272.75	30.06	-0.04
27.00	577.80	276.66	30.13	-0.03
27.50	593.60	275.69	27.89	0.00
28.00	605.62	277.33	28.59	-0.00
28.50	619.37	274.36	29.18	-0.00
29.00	632.48	276.43	27.60	-0.08
29.50	645.50	277.90	28.71	0.08
30.00	663.76	275.85	28.79	-0.02
