0.00	-1.37	52.10	15.40	-0.07
0.00	51.69	100.23	7.71	0.38
0.50	2.23	47.78	13.52	-0.04
0.50	56.75	98.19	9.38	-0.13
1.00	15.40	50.47	17.22	-0.16
1.00	59.36	101.52	10.67	0.05
1.50	23.41	50.53	14.17	-0.21
1.50	58.50	94.71	9.55	-0.00
2.00	26.37	47.75	15.88	0.13
2.00	70.42	102.21	11.82	-0.11
2.50	41.27	48.34	15.31	0.00
2.50	80.04	100.49	10.28	0.48
3.00	48.76	52.42	13.77	-0.10
3.00	83.22	100.59	6.74	-0.09
3.50	52.38	49.71	12.07	0.15
3.50	80.00	102.71	8.84	-0.36
4.00	61.03	50.87	14.93	0.03
4.00	89.75	99.39	12.16	0.33
4.50	68.05	50.20	13.75	-0.16
4.50	92.84	99.70	9.87	0.07
5.00	74.41	48.58	16.15	0.19
5.00	96.76	97.16	10.83	-0.23
5.50	84.80	48.75	15.73	0.04
5.50	101.10	96.28	11.42	0.12
6.00	88.14	50.99	17.71	0.19
6.00	110.91	98.43	7.56	0.39
6.50	104.40	47.88	16.04	0.16
6.50	113.64	100.63	9.31	-0.22
7.00	104.57	51.75	14.17	-0.11
7.00	120.18	98.79	9.01	0.03
7.50	112.86	51.27	15.80	-0.18
7.50	123.84	97.02	8.57	-0.04
8.00	123.37	48.16	13.57	-0.01
8.00	128.53	102.40	10.08	-0.26
8.50	127.69	49.41	14.99	-0.05
8.50	136.17	98.41	12.44	0.21
9.00	134.70	47.34	15.05	-0.13
9.00	142.30	99.97	9.95	-0.00
9.50	139.87	45.08	15.04	0.07
9.50	151.68	100.00	11.80	0.10
10.00	150.93	52.21	14.93	0.22
10.00	145.71	99.44	9.16	-0.18
10.50	153.27	48.84	16.59	-0.07
10.50	151.77	100.89	10.12	-0.15
11.00	167.26	50.73	12.49	-0.15
11.00	163.28	99.41	8.92	0.08
11.50	177.63	50.52	15.62	-0.04
11.50	163.77	96.28	10.83	0.02
12.00	177.81	50.05	16.33	0.09
12.00	165.63	97.70	10.49	0.40
12.50	190.21	47.76	16.15	-0.12
12.50	176.00	100.54	10.70	-0.06
13.00	198.97	47.88	16.04	-0.17
13.00	184.91	97.19	12.01	0.42
13.50	197.46	49.16	15.06	-0.02
13.50	187.24	99.22	10.45	0.33
14.00	205.44	47.35	15.96	-0.01
14.00	196.19	97.90	12.07	-0.37
14.50	219.31	47.64	15.84	0.07
14.50	196.60	97.37	13.79	-0.28
15.00	223.74	53.29	14.70	-0.09
15.00	205.90	97.72	10.82	-0.12
15.50	234.68	50.12	14.47	-0.02
15.50	203.93	99.10	9.99	-0.04
16.00	242.58	47.28	14.61	-0.07
16.00	206.40	100.39	11.29	0.00
16.50	249.75	49.91	12.92	-0.01
16.50	214.33	99.74	10.25	0.18
17.00	259.08	47.48	15.07	0.23
17.00	223.76	102.38	8.59	-0.19
17.50	264.61	46.98	15.23	-0.09
17.50	221.47	99.45	10.81	-0.15
18.00	273.77	49.42	15.74	-0.19
18.00	232.01	96.61	10.00	-0.04
18.50	273.70	52.13	17.07	0.06
18.50	233.10	100.02	9.61	-0.00
19.00	284.94	50.29	14.64	-0.14
19.00	241.74	100.16	11.82	0.05
19.50	292.00	51.47	15.88	0.01
19.50	241.52	100.71	12.85	0.19
20.00	294.93	47.39	16.19	-0.09
20.00	250.27	101.12	9.36	0.15
