0.00	50.00	50.00	18.03	0.59
0.00	0.00	400.00	22.36	-1.11
0.50	57.50	55.00	18.03	0.59
0.50	5.00	390.00	22.36	-1.11
1.00	65.00	60.00	18.03	0.59
1.00	10.00	380.00	22.36	-1.11
1.50	72.50	65.00	18.03	0.59
1.50	15.00	370.00	22.36	-1.11
2.00	80.00	70.00	18.03	0.59
2.00	20.00	360.00	22.36	-1.11
2.50	87.50	75.00	18.03	0.59
2.50	25.00	350.00	22.36	-1.11
3.00	95.00	80.00	18.03	0.59
3.00	30.00	340.00	22.36	-1.11
3.50	102.50	85.00	18.03	0.59
3.50	35.00	330.00	22.36	-1.11
4.00	110.00	90.00	18.03	0.59
4.00	40.00	320.00	22.36	-1.11
4.50	117.50	95.00	18.03	0.59
4.50	45.00	310.00	22.36	-1.11
5.00	125.00	100.00	18.03	0.59
5.00	50.00	300.00	22.36	-1.11
5.50	132.50	105.00	18.03	0.59
5.50	55.00	290.00	22.36	-1.11
6.00	140.00	110.00	18.03	0.59
6.00	60.00	280.00	22.36	-1.11
6.50	147.50	115.00	18.03	0.59
6.50	65.00	270.00	22.36	-1.11
7.00	155.00	120.00	18.03	0.59
7.00	70.00	260.00	22.36	-1.11
7.50	162.50	125.00	18.03	0.59
7.50	75.00	250.00	22.36	-1.11
8.00	170.00	130.00	18.03	0.59
8.00	80.00	240.00	22.36	-1.11
8.50	177.50	135.00	18.03	0.59
8.50	85.00	230.00	22.36	-1.11
9.00	185.00	140.00	18.03	0.59
9.00	90.00	220.00	22.36	-1.11
9.50	192.50	145.00	18.03	0.59
9.50	95.00	210.00	22.36	-1.11
10.00	200.00	150.00	18.03	0.59
10.00	100.00	200.00	22.36	-1.11
10.50	207.50	155.00	18.03	0.59
10.50	105.00	190.00	22.36	-1.11
11.00	215.00	160.00	18.03	0.59
11.00	110.00	180.00	22.36	-1.11
11.50	222.50	165.00	18.03	0.59
11.50	115.00	170.00	22.36	-1.11
12.00	230.00	170.00	18.03	0.59
12.00	120.00	160.00	22.36	-1.11
12.50	237.50	175.00	18.03	0.59
12.50	125.00	150.00	22.36	-1.11
13.00	245.00	180.00	18.03	0.59
13.00	130.00	140.00	22.36	-1.11
13.50	252.50	185.00	18.03	0.59
13.50	135.00	130.00	22.36	-1.11
14.00	260.00	190.00	18.03	0.59
14.00	140.00	120.00	22.36	-1.11
14.50	267.50	195.00	18.03	0.59
14.50	145.00	110.00	22.36	-1.11
15.00	275.00	200.00	18.03	0.59
15.00	150.00	100.00	22.36	-1.11
15.50	282.50	205.00	18.03	0.59
15.50	155.00	90.00	22.36	-1.11
16.00	290.00	210.00	18.03	0.59
16.00	160.00	80.00	22.36	-1.11
16.50	297.50	215.00	18.03	0.59
16.50	165.00	70.00	22.36	-1.11
17.00	305.00	220.00	18.03	0.59
17.00	170.00	60.00	22.36	-1.11
17.50	312.50	225.00	18.03	0.59
17.50	175.00	50.00	22.36	-1.11
18.00	320.00	230.00	18.03	0.59
18.00	180.00	40.00	22.36	-1.11
18.50	327.50	235.00	18.03	0.59
18.50	185.00	30.00	22.36	-1.11
19.00	335.00	240.00	18.03	0.59
19.00	190.00	20.00	22.36	-1.11
19.50	342.50	245.00	18.03	0.59
19.50	195.00	10.00	22.36	-1.11
20.00	350.00	250.00	18.03	0.59
20.00	200.00	0.00	22.36	-1.11
